run_id,split,middle_route_duration_s,middle_route_ground_speed_m_s,median_radial_ground_speed_m_s,median_target_ground_speed_m_s,median_lean_deg,lean_near_30deg_fraction,median_altitude_delta_m,n_middle_position_samples
pipeline-0036-run-001,test,64.3314791687811,10.003550552836215,10.018926498961447,10.019456929480013,29.19118711077668,0.0,-0.01026153564453125,643
pipeline-0037-run-001,train,70.45267443393865,10.00559805376205,10.020011921750333,10.01956502975859,26.53800636965803,0.0,-0.005249023437507105,705
pipeline-0038-run-001,train,55.029973237065946,10.001541643722405,10.003652108530943,10.00299732429733,22.720765264840427,0.0,-0.010860443115234375,550
pipeline-0039-run-001,train,84.33772011935588,10.007810605231061,9.983408155686572,9.98270137343286,17.872481495691193,0.0,-0.00080108642578125,843
pipeline-0040-run-001,train,62.675099976518254,7.682287550100777,7.6837984973468085,10.50791601120233,30.003022437678787,1.0,-0.010280609130859375,626
pipeline-0041-run-001,test,31.465847152755344,8.602891484401622,8.625225726951157,10.542499056086362,29.99150858926372,1.0,-0.00760650634765625,315
pipeline-0042-run-001,train,61.15297903191757,8.782295912725077,8.8029585523123,10.526860843504698,29.986746465044728,1.0,-0.016082763671875,611
pipeline-0043-run-001,train,55.85188648995927,10.001857739350225,10.018424157351555,10.017922621774265,21.64065278513076,0.0,-0.00823974609375,559
pipeline-0044-run-001,validation,47.022699174014036,9.999466564672257,9.997798943722465,9.997088028294662,14.3673599829526,0.0,-0.002944946289048289,470
pipeline-0045-run-001,train,26.936834027717566,9.971240893780577,9.992195255499045,10.287022127276536,29.99153846013142,1.0,-0.0084381103515625,270
pipeline-0046-run-001,train,58.26659562393368,8.928735015302506,8.951658446335394,10.533476020022611,29.988513242608374,1.0,-0.0039520263671875,582
pipeline-0047-run-001,validation,124.86660842632847,7.096278675639988,7.081568437647684,10.501226596982313,30.010533896290504,1.0,-0.0071868896484375,1249
pipeline-0048-run-001,train,32.61513798758824,9.995972653821786,10.014910141149697,10.018206352532289,28.883289350977435,0.0,-0.00820159912110796,327
pipeline-0049-run-001,train,69.18660988041646,10.0054631231744,10.015963505750495,10.015323480723831,23.809966672508605,0.0,-0.01482391357421875,692
pipeline-0050-run-001,train,66.61253609136014,10.005926720204693,10.0228454270148,10.02091871750482,18.972598887960828,0.0,-0.002445220947265625,666
pipeline-0051-run-001,train,79.45067826444131,10.007370177654437,10.009510955415312,10.00759130705253,26.969373124075503,0.0,-0.014217376708984375,794
pipeline-0052-run-001,train,20.33362755448249,9.984057354308874,10.010917492297118,10.01920131141329,26.062184487555886,0.0,-0.023145675659179688,204
pipeline-0053-run-001,train,88.77057297185343,10.009233440747662,10.011068025551303,10.008994313552847,28.83732779683899,0.0,-0.0010833740234375,888
pipeline-0054-run-001,validation,25.946006626494523,8.323437903938759,8.343460651649668,10.522181867433005,29.989299920097217,1.0,-0.0045166015625,259
pipeline-0055-run-001,train,47.34675675718793,9.999255056088888,10.013360839375252,10.012661369656321,12.748448572962669,0.0,-0.001827239990234375,474
pipeline-0056-run-001,test,84.86090214189346,10.008387011870234,9.99080284487306,9.989674597756341,19.758206685872185,0.0,-0.0014877319336079609,849
pipeline-0057-run-001,train,43.1917143837087,9.998693024569288,10.010871758658482,10.009668291343278,26.256777352589786,0.0,-0.00746917724609375,432
pipeline-0058-run-001,validation,24.30693440699642,9.993394210049443,10.011325093920473,10.013841499430177,25.795283291125195,0.0,-0.0067596435546875,244
pipeline-0059-run-001,train,49.65461941061403,10.00019379535336,10.005284405850519,10.004436837109232,25.52430358664099,0.0,-0.009307861328125,497
pipeline-0060-run-001,train,102.93008866655981,6.7878076763213056,6.800172486904876,10.523562946185173,29.993718465946763,1.0,-0.00522613525390625,1030
pipeline-0061-run-001,train,13.973160960277525,9.972136817029032,10.005397860227973,10.03118656278971,23.106164446435102,0.0,-0.01134872436522727,140
pipeline-0062-run-001,train,66.91978491010502,8.590547690629386,8.602805517561556,10.51036763475919,29.994511568287827,1.0,-0.02047729492188921,669
pipeline-0063-run-001,train,40.04341721850352,9.998536359867513,10.004501548389474,10.003998006577326,11.423320489454937,0.0,-0.015655517578125,401
pipeline-0064-run-001,test,59.54999807902692,10.003268842089712,10.013029869476938,10.012369052540073,27.868844263360387,0.0,-0.00724029541015625,596
pipeline-0065-run-001,train,51.68408971682919,10.001014715950996,10.013803154760396,10.013314303370347,27.019195965574724,0.0,-0.0027179718017578125,517
pipeline-0066-run-001,train,12.685360474933475,9.973061074090086,10.002989966758015,10.029799928299042,15.90087002945651,0.0,-0.005867004394517039,127
pipeline-0067-run-001,test,41.722616431236645,9.904146915816405,9.917260983415167,10.511675460333437,30.00192233808017,1.0,-0.00693511962890625,418
pipeline-0068-run-001,train,69.56235656383802,10.005370961401814,10.013740268982588,10.01364800296501,15.798340628077062,0.0,-0.0022373199462890625,696
pipeline-0069-run-001,train,74.3159155164621,10.006556910771371,10.008478969239594,10.007129948463199,20.600413554845524,0.0,-0.00527191162109375,743
pipeline-0070-run-001,test,16.480111925451197,7.44742746324286,7.4768010468338115,10.484683583290865,29.992257162233088,1.0,-0.0132904052734375,165
pipeline-0071-run-001,train,16.421511656747015,9.974903982194027,10.008028416759393,10.017772401607992,27.152173547522718,0.0,-0.02465057373046875,165
pipeline-0072-run-001,train,34.413318553350166,9.998009807131885,9.998723550676676,9.999324519970937,11.339468779473899,0.0,-0.008026123046875,344
pipeline-0073-run-001,train,46.256532108957,9.998167738424465,10.012777055339754,10.013888844804763,21.52312057507093,0.0,-0.00717926025390625,463
pipeline-0074-run-001,train,54.56144984095664,10.00140503269901,10.016960005898737,10.017048638831682,18.58919235100038,0.0,-0.00656890869140625,545
pipeline-0075-run-001,train,20.825896961498913,9.98656413118625,10.010104751520945,10.015680708260735,27.519861851248358,0.0,-0.010501861572265625,208
pipeline-0076-run-001,train,22.15909136969165,9.992033870035284,10.011901893709883,10.016483451064333,17.527207915607256,0.0,-0.00823974609375,222
pipeline-0077-run-001,train,74.84090797504541,10.007096825311784,10.011781310441794,10.010395452240452,26.002056119807424,0.0,-0.005138397216796875,748
pipeline-0078-run-001,test,29.002075083786366,9.996947336173063,10.015652874718736,10.016393100597384,20.2953585486405,0.0,-0.007335662841796875,290
pipeline-0079-run-001,validation,59.953650994727866,10.003091962789563,10.010635914974593,10.009172701666806,24.615474277201464,0.0,-0.004112243652329539,600
pipeline-0080-run-001,train,51.58265183851435,7.788041101326774,7.797640086868805,10.546192734781583,30.00121262961484,1.0,-0.002506256103515625,516
pipeline-0081-run-001,validation,25.397334944807994,8.802506654990816,8.815449476839891,10.50361668379961,29.992202419683963,1.0,-0.012676239013671875,254
pipeline-0082-run-001,train,34.987340062282215,9.997664383996797,10.011113885506656,10.011750343475622,27.698326916834667,0.0,-0.004138946533203125,350
pipeline-0083-run-001,validation,60.28291633721284,10.002856152884336,10.014679453151722,10.015039989376191,28.309440784459436,0.0,-0.00107574462890625,603
pipeline-0084-run-001,test,44.785577930322034,9.998874343674238,10.011860031977312,10.011248878807038,24.31877601301764,0.0,-0.006458282470703125,448
