run_id,variant,model,architecture,seed,parameters,selected_epoch,train_mae_mah,validation_mae_mah,validation_rmse_mah,validation_max_underprediction_mah,validation_high_headwind_mae_mah
f0_fixed_time__neural__1024__20260924,f0_fixed_time,neural,1024,20260924.0,18433.0,598.0,5.792432469416806,45.501126300512404,106.21808871716546,532.2371573216778,104.87964867884297
f0_fixed_time__neural__1024__20260925,f0_fixed_time,neural,1024,20260925.0,18433.0,544.0,8.75480417318703,46.31664371945691,106.71359056800945,536.9793429618558,105.79342621140151
f0_fixed_time__neural__1024__20260926,f0_fixed_time,neural,1024,20260926.0,18433.0,560.0,6.412332277637855,46.84200019447863,107.47413838118163,527.6614299956432,111.36796962153696
f0_fixed_time__neural__128-64-32-16__20260924,f0_fixed_time,neural,128-64-32-16,20260924.0,13057.0,600.0,5.67631846897809,57.32702436950916,127.41999526175358,612.3404304122523,123.87730395450515
f0_fixed_time__neural__128-64-32-16__20260925,f0_fixed_time,neural,128-64-32-16,20260925.0,13057.0,465.0,9.560148133625063,51.073966132381415,121.36636671438177,616.1094907753891,103.18951571692072
f0_fixed_time__neural__128-64-32-16__20260926,f0_fixed_time,neural,128-64-32-16,20260926.0,13057.0,557.0,7.640015657968006,46.60814712029246,112.59958230639145,566.4461191933483,100.31244932715303
f0_fixed_time__neural__128-64-32__20260924,f0_fixed_time,neural,128-64-32,20260924.0,12545.0,576.0,8.52133283201118,51.398071183950016,116.43441201175362,580.5948595277255,106.73391606780082
f0_fixed_time__neural__128-64-32__20260925,f0_fixed_time,neural,128-64-32,20260925.0,12545.0,573.0,5.2922069711726785,49.00720379789432,116.93491471862492,581.7209941286919,112.67767468310072
f0_fixed_time__neural__128-64-32__20260926,f0_fixed_time,neural,128-64-32,20260926.0,12545.0,517.0,12.606195504398205,44.13629939490477,111.32089303625649,567.8196604798545,95.44627387489355
f0_fixed_time__neural__128-64__20260924,f0_fixed_time,neural,128-64,20260924.0,10497.0,584.0,5.12725212052951,52.050344666847984,118.36544193079636,604.5572688929578,109.39838232024285
f0_fixed_time__neural__128-64__20260925,f0_fixed_time,neural,128-64,20260925.0,10497.0,566.0,8.064823468562917,50.70035969908216,116.60318560896819,579.0666940732426,113.80223758573764
f0_fixed_time__neural__128-64__20260926,f0_fixed_time,neural,128-64,20260926.0,10497.0,559.0,7.013360459954659,52.63951352450348,126.70802445323193,657.4787313790912,111.43505445625
f0_fixed_time__neural__128__20260924,f0_fixed_time,neural,128,20260924.0,2305.0,584.0,5.171717725837646,69.01343385054957,140.0415566934235,703.0785051689118,128.70346859511278
f0_fixed_time__neural__128__20260925,f0_fixed_time,neural,128,20260925.0,2305.0,597.0,4.837798090452287,66.9411425372463,136.87349297390975,684.7537437372143,141.41501782239823
f0_fixed_time__neural__128__20260926,f0_fixed_time,neural,128,20260926.0,2305.0,599.0,4.939687112976593,61.21954341577473,127.90227967593853,651.2227921566182,122.33070204942267
f0_fixed_time__neural__16-16-16-16-16-16-16-16-16-16__20260924,f0_fixed_time,neural,16-16-16-16-16-16-16-16-16-16,20260924.0,2737.0,598.0,8.334102281343496,97.8447662652245,181.99355176556102,765.7635481270368,191.26392748638168
f0_fixed_time__neural__16-16-16-16-16-16-16-16-16-16__20260925,f0_fixed_time,neural,16-16-16-16-16-16-16-16-16-16,20260925.0,2737.0,324.0,11.911200472368966,106.26374074726296,183.90258805750477,851.810394011487,127.06626516527247
f0_fixed_time__neural__16-16-16-16-16-16-16-16-16-16__20260926,f0_fixed_time,neural,16-16-16-16-16-16-16-16-16-16,20260926.0,2737.0,140.0,21.048991809452367,141.28915141080608,209.54444353792485,747.6369473204622,227.72993455056363
f0_fixed_time__neural__16-16-16-16-16__20260924,f0_fixed_time,neural,16-16-16-16-16,20260924.0,1377.0,584.0,13.361967980129576,79.99265037739659,168.72693820971406,803.0437416899858,164.80489134549484
f0_fixed_time__neural__16-16-16-16-16__20260925,f0_fixed_time,neural,16-16-16-16-16,20260925.0,1377.0,598.0,9.99918381024627,91.35770694257675,192.3351107360596,949.0165323884862,165.55191470833256
f0_fixed_time__neural__16-16-16-16-16__20260926,f0_fixed_time,neural,16-16-16-16-16,20260926.0,1377.0,598.0,7.624639682419591,69.02657430328834,143.3085974871373,698.1644344581432,131.58566580936386
f0_fixed_time__neural__16__20260924,f0_fixed_time,neural,16,20260924.0,289.0,599.0,15.603725785524894,65.01439453229584,132.90535373636493,662.1931243250656,126.12575057408878
f0_fixed_time__neural__16__20260925,f0_fixed_time,neural,16,20260925.0,289.0,377.0,26.792951516521814,74.3696360411959,133.02357145168503,609.2344718842674,125.04851864492535
f0_fixed_time__neural__16__20260926,f0_fixed_time,neural,16,20260926.0,289.0,500.0,21.037735296179054,84.51424502387164,140.92225533399136,632.7921702797612,146.23246879809452
f0_fixed_time__neural__256__20260924,f0_fixed_time,neural,256,20260924.0,4609.0,595.0,7.748569696397277,52.68448455310714,111.73652541810344,545.3542783750331,122.84172551653907
f0_fixed_time__neural__256__20260925,f0_fixed_time,neural,256,20260925.0,4609.0,598.0,5.500074339149195,54.35536270956691,120.34807553219812,607.4856867882313,119.43523315802943
f0_fixed_time__neural__256__20260926,f0_fixed_time,neural,256,20260926.0,4609.0,484.0,6.470792886834934,54.199760752159435,122.54352901763681,630.6151237103118,116.71676778087489
f0_fixed_time__neural__32-16__20260924,f0_fixed_time,neural,32-16,20260924.0,1089.0,531.0,7.782563988037414,71.23277379477678,155.18133622927735,759.3383947901584,151.31146230630065
f0_fixed_time__neural__32-16__20260925,f0_fixed_time,neural,32-16,20260925.0,1089.0,598.0,8.475720952096458,89.58816630613575,161.5665879737819,784.6756181631563,177.8421094500043
f0_fixed_time__neural__32-16__20260926,f0_fixed_time,neural,32-16,20260926.0,1089.0,598.0,7.792313076412526,76.18708272463121,141.30116307586866,647.1787613217812,141.27463180894523
f0_fixed_time__neural__32__20260924,f0_fixed_time,neural,32,20260924.0,577.0,589.0,12.19286195480468,75.91156101923953,146.8541811492276,690.2688908341456,156.41370893256484
f0_fixed_time__neural__32__20260925,f0_fixed_time,neural,32,20260925.0,577.0,598.0,8.69768719473723,58.96074737628284,123.20302232155463,618.7873438008455,97.2788263292395
f0_fixed_time__neural__32__20260926,f0_fixed_time,neural,32,20260926.0,577.0,432.0,14.187974266927275,79.93687909451772,152.64269293354351,744.7356070926076,146.72406111323804
f0_fixed_time__neural__512__20260924,f0_fixed_time,neural,512,20260924.0,9217.0,595.0,7.707821455076988,50.81447386649434,111.38535931102746,548.8543263056031,114.0805601754823
f0_fixed_time__neural__512__20260925,f0_fixed_time,neural,512,20260925.0,9217.0,586.0,6.444158745235768,51.40992708315006,114.78873452654241,565.2711141167647,115.06794158244394
f0_fixed_time__neural__512__20260926,f0_fixed_time,neural,512,20260926.0,9217.0,582.0,7.9023881573129575,45.33329994773867,106.76690898862978,538.5404644024038,106.0376905662977
f0_fixed_time__neural__64-32-16__20260924,f0_fixed_time,neural,64-32-16,20260924.0,3713.0,598.0,5.195366338236625,64.09094387791086,137.3241073439778,663.0921313343069,144.4975726293085
f0_fixed_time__neural__64-32-16__20260925,f0_fixed_time,neural,64-32-16,20260925.0,3713.0,597.0,6.481518790685609,70.32676887462013,149.37782585379588,719.560049766877,150.371374011631
f0_fixed_time__neural__64-32-16__20260926,f0_fixed_time,neural,64-32-16,20260926.0,3713.0,577.0,5.4264608136571475,45.3677711446651,116.24159329076258,610.6572718424659,102.43000142911205
f0_fixed_time__neural__64-32__20260924,f0_fixed_time,neural,64-32,20260924.0,3201.0,598.0,5.633653175750663,59.865764582498755,127.90060105201894,634.8704333959099,134.8705799501358
f0_fixed_time__neural__64-32__20260925,f0_fixed_time,neural,64-32,20260925.0,3201.0,598.0,5.768407311179552,57.890775992944036,125.07358277576309,617.8619230919603,119.87293678914436
f0_fixed_time__neural__64-32__20260926,f0_fixed_time,neural,64-32,20260926.0,3201.0,598.0,5.664995707948245,58.60227888532212,139.20731100011338,704.7876607298463,124.3319161397403
f0_fixed_time__neural__64__20260924,f0_fixed_time,neural,64,20260924.0,1153.0,586.0,8.272286218411493,74.32043777768315,142.0606868291635,666.0229690669794,144.9653610335055
f0_fixed_time__neural__64__20260925,f0_fixed_time,neural,64,20260925.0,1153.0,600.0,5.805322009251669,62.47423567921833,113.8595567083555,545.451541758317,125.96554903373624
f0_fixed_time__neural__64__20260926,f0_fixed_time,neural,64,20260926.0,1153.0,188.0,20.49437815748349,87.80461924923412,134.04971842829025,514.6310675140412,145.23330707429113
f0_fixed_time__ridge__fixed,f0_fixed_time,ridge,fixed,,,,44.68197878605861,76.93138163611782,155.15562010735792,789.4175804522029,154.11183974827333
f0_fixed_time__xgboost__fixed,f0_fixed_time,xgboost,fixed,,,,3.099145274223695,108.29610523046843,188.45535519656283,745.1208618164064,213.6182957132423
f0_learned_time__neural__1024__20260924,f0_learned_time,neural,1024,20260924.0,18433.0,459.0,6.931693497367459,42.66464787375077,93.54379731618914,487.25512695556654,93.42449604904037
f0_learned_time__neural__1024__20260925,f0_learned_time,neural,1024,20260925.0,18433.0,553.0,6.421427124447013,41.59789293067347,93.59374143210083,480.88033110347715,91.14743676549779
f0_learned_time__neural__1024__20260926,f0_learned_time,neural,1024,20260926.0,18433.0,518.0,10.745153251623,41.557889952951044,91.29711353720928,474.36714398949835,89.73747950159019
f0_learned_time__neural__128-64-32-16__20260924,f0_learned_time,neural,128-64-32-16,20260924.0,13057.0,594.0,5.888401453944968,43.25949271071079,105.36803316557106,545.5088434649888,87.02119354229652
f0_learned_time__neural__128-64-32-16__20260925,f0_learned_time,neural,128-64-32-16,20260925.0,13057.0,417.0,8.155964923774654,44.9434033278669,104.786433526608,547.8886673510056,90.27429198252337
f0_learned_time__neural__128-64-32-16__20260926,f0_learned_time,neural,128-64-32-16,20260926.0,13057.0,457.0,5.28368258640128,45.70614723357882,107.81038941707271,556.3114657789815,98.95243200396419
f0_learned_time__neural__128-64-32__20260924,f0_learned_time,neural,128-64-32,20260924.0,12545.0,490.0,9.392603472706492,42.20934633407045,106.49644790745255,570.4189635980051,85.60985821188582
f0_learned_time__neural__128-64-32__20260925,f0_learned_time,neural,128-64-32,20260925.0,12545.0,443.0,8.717435949662688,44.43743613116952,108.59479569461712,574.5494729423367,97.59764065811734
f0_learned_time__neural__128-64-32__20260926,f0_learned_time,neural,128-64-32,20260926.0,12545.0,522.0,8.97318668818255,40.93125151470741,103.87029823426852,543.880650686453,87.24796919573679
f0_learned_time__neural__128-64__20260924,f0_learned_time,neural,128-64,20260924.0,10497.0,596.0,6.285542489040016,46.24623005768497,108.76897237635278,587.4077148986444,90.62903158546477
f0_learned_time__neural__128-64__20260925,f0_learned_time,neural,128-64,20260925.0,10497.0,412.0,9.242906661920458,46.718130686672964,102.21859940886421,537.8036537825747,96.78296997652058
f0_learned_time__neural__128-64__20260926,f0_learned_time,neural,128-64,20260926.0,10497.0,589.0,6.7941299553277625,42.78796144961219,105.67480994834396,562.5831074767584,91.78284908391129
f0_learned_time__neural__128__20260924,f0_learned_time,neural,128,20260924.0,2305.0,600.0,5.482300010318589,56.93303251570898,118.14681945393502,618.7939673052333,105.14921138208062
f0_learned_time__neural__128__20260925,f0_learned_time,neural,128,20260925.0,2305.0,597.0,4.385306637059423,54.03322732645636,107.86765781718654,553.4979808790467,108.22018155238182
f0_learned_time__neural__128__20260926,f0_learned_time,neural,128,20260926.0,2305.0,590.0,5.451572335472552,50.15205727767639,99.38611608028265,510.10621217933203,97.6368130299217
f0_learned_time__neural__16-16-16-16-16-16-16-16-16-16__20260924,f0_learned_time,neural,16-16-16-16-16-16-16-16-16-16,20260924.0,2737.0,310.0,12.124634974347531,122.94113318885674,222.0288277451486,1024.5586858917632,193.60964455934058
f0_learned_time__neural__16-16-16-16-16-16-16-16-16-16__20260925,f0_learned_time,neural,16-16-16-16-16-16-16-16-16-16,20260925.0,2737.0,600.0,9.945201911915989,58.60274140037636,113.3730383810685,572.5318504978268,100.28574245040834
f0_learned_time__neural__16-16-16-16-16-16-16-16-16-16__20260926,f0_learned_time,neural,16-16-16-16-16-16-16-16-16-16,20260926.0,2737.0,598.0,9.1423320111437,62.00123823887998,130.63839042202397,683.6429340709474,124.8843103740694
f0_learned_time__neural__16-16-16-16-16__20260924,f0_learned_time,neural,16-16-16-16-16,20260924.0,1377.0,596.0,8.650489894036701,61.4698900093603,126.45026434124291,671.6876106167983,117.36772475364894
f0_learned_time__neural__16-16-16-16-16__20260925,f0_learned_time,neural,16-16-16-16-16,20260925.0,1377.0,600.0,7.092966214940819,71.7329907881052,139.26982263831331,732.9217456402753,118.8502496659512
f0_learned_time__neural__16-16-16-16-16__20260926,f0_learned_time,neural,16-16-16-16-16,20260926.0,1377.0,598.0,7.400353864225955,66.55715063295632,128.30780901015663,645.0167362581824,128.31358479565765
f0_learned_time__neural__16__20260924,f0_learned_time,neural,16,20260924.0,289.0,576.0,13.858347076386465,48.44294592628363,96.33930857724607,501.31724403237104,83.31567504620327
f0_learned_time__neural__16__20260925,f0_learned_time,neural,16,20260925.0,289.0,462.0,18.349048925260135,60.471007053768574,111.31020911389818,553.8608073369405,109.08561490706735
f0_learned_time__neural__16__20260926,f0_learned_time,neural,16,20260926.0,289.0,593.0,15.03509161022607,66.25995985290254,125.33567788113238,638.0961515125423,108.25595397160508
f0_learned_time__neural__256__20260924,f0_learned_time,neural,256,20260924.0,4609.0,501.0,5.418353564098964,44.701102025878875,95.49278119078014,503.36720252224586,96.89378319905965
f0_learned_time__neural__256__20260925,f0_learned_time,neural,256,20260925.0,4609.0,590.0,8.956340241136418,44.35782551428398,101.19951010506627,532.699078538702,93.28810148194005
f0_learned_time__neural__256__20260926,f0_learned_time,neural,256,20260926.0,4609.0,574.0,9.68751657094141,43.752281343489145,99.58319478826306,537.5698926508067,92.65439014866628
f0_learned_time__neural__32-16__20260924,f0_learned_time,neural,32-16,20260924.0,1089.0,588.0,7.258828125557398,60.57616397518201,126.6266415296213,651.138328895629,115.40759460844963
f0_learned_time__neural__32-16__20260925,f0_learned_time,neural,32-16,20260925.0,1089.0,595.0,8.024129558541063,77.34587376005055,140.99310777016674,699.8418042460653,140.22781658679477
f0_learned_time__neural__32-16__20260926,f0_learned_time,neural,32-16,20260926.0,1089.0,599.0,6.96055351905095,63.665041101197076,122.11549558300693,619.056172429348,112.56655362326785
f0_learned_time__neural__32__20260924,f0_learned_time,neural,32,20260924.0,577.0,573.0,11.72120241533044,53.586932711223,94.26368027845261,462.72559731465117,90.53888018803913
f0_learned_time__neural__32__20260925,f0_learned_time,neural,32,20260925.0,577.0,599.0,7.492752846984302,46.42678505798263,94.25187179904795,490.00388344493695,79.32100812522039
f0_learned_time__neural__32__20260926,f0_learned_time,neural,32,20260926.0,577.0,600.0,8.55629404952632,58.36825618055362,113.40926720706913,534.7879935444398,110.40789987753328
f0_learned_time__neural__512__20260924,f0_learned_time,neural,512,20260924.0,9217.0,584.0,7.318669237243108,40.61046877967927,92.32442246445616,488.07321975284776,91.11127529541258
f0_learned_time__neural__512__20260925,f0_learned_time,neural,512,20260925.0,9217.0,382.0,8.906822427715095,46.00329868147206,100.21736573131771,518.6037368017296,91.23046581293326
f0_learned_time__neural__512__20260926,f0_learned_time,neural,512,20260926.0,9217.0,529.0,10.199769001107999,42.87031290951264,96.69885908890629,511.13967300811464,94.49910794627452
f0_learned_time__neural__64-32-16__20260924,f0_learned_time,neural,64-32-16,20260924.0,3713.0,587.0,5.995527807457893,50.05912587710221,115.93906112572901,619.94876854226,110.39332956605588
f0_learned_time__neural__64-32-16__20260925,f0_learned_time,neural,64-32-16,20260925.0,3713.0,597.0,5.219678397789687,58.69683741365247,116.80966128295026,592.7769476300809,117.75138287305337
f0_learned_time__neural__64-32-16__20260926,f0_learned_time,neural,64-32-16,20260926.0,3713.0,410.0,7.323288317434484,47.812821763319846,110.69423185736647,621.7716231146983,95.95130182556561
f0_learned_time__neural__64-32__20260924,f0_learned_time,neural,64-32,20260924.0,3201.0,444.0,6.997083470346934,51.79235315424858,106.33990560357894,556.1011740299446,113.08095260644839
f0_learned_time__neural__64-32__20260925,f0_learned_time,neural,64-32,20260925.0,3201.0,594.0,5.48217031977411,51.085816665819095,115.14302981872093,588.410419035296,104.71432213836974
f0_learned_time__neural__64-32__20260926,f0_learned_time,neural,64-32,20260926.0,3201.0,426.0,5.409695009085059,64.14882454101173,133.46600510897025,699.1697189451424,125.43949958564141
f0_learned_time__neural__64__20260924,f0_learned_time,neural,64,20260924.0,1153.0,586.0,7.830049669570022,53.68503752203869,111.60585825903337,586.900132517555,100.44220731442364
f0_learned_time__neural__64__20260925,f0_learned_time,neural,64,20260925.0,1153.0,597.0,6.081332358552789,55.774419719533775,101.61081882305795,521.5785190087418,99.78780803947734
f0_learned_time__neural__64__20260926,f0_learned_time,neural,64,20260926.0,1153.0,597.0,5.579514963681645,57.64710675862337,111.93354495896595,537.4835305985052,113.82257331243257
f0_learned_time__ridge__fixed,f0_learned_time,ridge,fixed,,,,31.844071099940706,55.50138872641425,106.57198031070492,582.6079061363566,92.01553650219275
f0_learned_time__xgboost__fixed,f0_learned_time,xgboost,fixed,,,,2.539014816650779,99.92436184730536,191.79987882994155,820.6599243164064,182.39342519496657
f0_original__neural__1024__20260924,f0_original,neural,1024,20260924.0,17409.0,576.0,8.198556161403012,50.56387357006138,111.13670868311203,536.4491773262821,112.43370624301721
f0_original__neural__1024__20260925,f0_original,neural,1024,20260925.0,17409.0,523.0,7.468199218981292,53.080229519558486,117.95760663810606,576.1199686838472,118.4645606255633
f0_original__neural__1024__20260926,f0_original,neural,1024,20260926.0,17409.0,347.0,8.761946295792075,54.257695326065445,121.17009102880274,613.7738601247397,121.72157100744893
f0_original__neural__128-64-32-16__20260924,f0_original,neural,128-64-32-16,20260924.0,12929.0,573.0,10.46623533277481,60.1353919506179,129.19507975205718,626.8781116120463,124.31533713873422
f0_original__neural__128-64-32-16__20260925,f0_original,neural,128-64-32-16,20260925.0,12929.0,345.0,9.352653707123928,64.95722015455115,142.93517880708092,680.6250294732008,141.1860015910119
f0_original__neural__128-64-32-16__20260926,f0_original,neural,128-64-32-16,20260926.0,12929.0,420.0,7.942016131286829,57.12760142198496,134.3153365046155,661.1721159127492,119.48049071454304
f0_original__neural__128-64-32__20260924,f0_original,neural,128-64-32,20260924.0,12417.0,581.0,6.722349866118342,57.7117435576352,126.47756449790435,624.9107946398199,118.59001807791627
f0_original__neural__128-64-32__20260925,f0_original,neural,128-64-32,20260925.0,12417.0,487.0,6.715729772564307,58.57928878359759,128.6884524780412,648.7027900207213,121.36453489791823
f0_original__neural__128-64-32__20260926,f0_original,neural,128-64-32,20260926.0,12417.0,505.0,6.430941686959032,52.87251390070769,124.67527741915927,606.0141409105195,110.13154560160429
f0_original__neural__128-64__20260924,f0_original,neural,128-64,20260924.0,10369.0,518.0,8.030905818861946,57.83465873200084,135.6277428102445,681.5531309200178,128.93494581047278
f0_original__neural__128-64__20260925,f0_original,neural,128-64,20260925.0,10369.0,430.0,5.889527100170183,60.362297696005285,134.71246874177191,666.6905096609071,132.33422838855395
f0_original__neural__128-64__20260926,f0_original,neural,128-64,20260926.0,10369.0,595.0,5.892219778142621,52.002841895828105,116.31858763039266,566.2929573645188,111.49654641892562
f0_original__neural__128__20260924,f0_original,neural,128,20260924.0,2177.0,596.0,5.184068399755974,62.22068889077824,135.52742387557234,656.9554412329803,140.94445346176624
f0_original__neural__128__20260925,f0_original,neural,128,20260925.0,2177.0,600.0,5.4134046858686276,68.2771955357758,122.75368419231738,577.7861986832522,137.75590965338242
f0_original__neural__128__20260926,f0_original,neural,128,20260926.0,2177.0,598.0,5.6730687198740375,59.13409113051346,124.45015205694774,619.712278125287,122.56031707115933
f0_original__neural__16-16-16-16-16-16-16-16-16-16__20260924,f0_original,neural,16-16-16-16-16-16-16-16-16-16,20260924.0,2721.0,25.0,157.49582301721586,315.0834015234865,418.93400527153693,1110.2311015765379,433.18123965645697
f0_original__neural__16-16-16-16-16-16-16-16-16-16__20260925,f0_original,neural,16-16-16-16-16-16-16-16-16-16,20260925.0,2721.0,596.0,8.888939852341014,139.74430268564726,216.0205205029447,906.7913185030343,207.73546856970916
f0_original__neural__16-16-16-16-16-16-16-16-16-16__20260926,f0_original,neural,16-16-16-16-16-16-16-16-16-16,20260926.0,2721.0,83.0,37.80357318688227,180.16911147451142,251.52745801356693,685.7595666268116,252.72750724763105
f0_original__neural__16-16-16-16-16__20260924,f0_original,neural,16-16-16-16-16,20260924.0,1361.0,598.0,7.302044718190169,78.62330674111716,141.57950591975387,628.5605570345169,140.8557538994863
f0_original__neural__16-16-16-16-16__20260925,f0_original,neural,16-16-16-16-16,20260925.0,1361.0,351.0,12.15411081998502,130.2792716913992,198.73628388111956,797.0728288631126,161.09119450531338
f0_original__neural__16-16-16-16-16__20260926,f0_original,neural,16-16-16-16-16,20260926.0,1361.0,116.0,26.906863676102834,128.147550401185,218.67303687678455,1014.7805014618818,230.17031528293896
f0_original__neural__16__20260924,f0_original,neural,16,20260924.0,273.0,468.0,20.239404401393305,72.98743843132182,133.5266709143597,587.8407167471014,148.61831077584208
f0_original__neural__16__20260925,f0_original,neural,16,20260925.0,273.0,395.0,24.891033605094457,72.20115938632414,122.03016610608266,588.4377755447913,133.61644852838603
f0_original__neural__16__20260926,f0_original,neural,16,20260926.0,273.0,594.0,17.088836279342004,85.18861355295708,167.34247783494013,738.0566122810415,183.93725822361935
f0_original__neural__256__20260924,f0_original,neural,256,20260924.0,4353.0,594.0,6.248075915617516,62.50512951733261,127.71140888217651,619.2338255665395,135.76284129192874
f0_original__neural__256__20260925,f0_original,neural,256,20260925.0,4353.0,593.0,4.591412544802264,58.85373373084723,121.18335706155106,582.4484680198279,126.64947503918874
f0_original__neural__256__20260926,f0_original,neural,256,20260926.0,4353.0,560.0,6.8273214349807985,54.49530324308566,116.66760623950692,574.633032593631,117.83197599681546
f0_original__neural__32-16__20260924,f0_original,neural,32-16,20260924.0,1057.0,600.0,7.120576469454198,80.40959724577748,144.83192642129674,649.5926539010634,143.14676415733103
f0_original__neural__32-16__20260925,f0_original,neural,32-16,20260925.0,1057.0,596.0,8.738481217591321,95.23184709673228,172.46056382291354,747.0918166843344,187.64214438533872
f0_original__neural__32-16__20260926,f0_original,neural,32-16,20260926.0,1057.0,596.0,6.941343213927418,86.48946665850427,145.41626641359252,613.7041141366167,160.6763132204655
f0_original__neural__32__20260924,f0_original,neural,32,20260924.0,545.0,303.0,19.65584077123506,98.25445879687135,160.67695082207797,648.3034457725753,159.8474969070754
f0_original__neural__32__20260925,f0_original,neural,32,20260925.0,545.0,600.0,9.534253650306557,65.61967245947937,122.07676480129695,579.4578986784395,128.56858449391834
f0_original__neural__32__20260926,f0_original,neural,32,20260926.0,545.0,598.0,11.294403876224413,82.13786964663326,146.99531819975743,680.9864503878443,153.8454481229037
f0_original__neural__512__20260924,f0_original,neural,512,20260924.0,8705.0,516.0,8.789479935355166,52.9294792940213,118.37524430094258,578.9839188854139,122.89786203412253
f0_original__neural__512__20260925,f0_original,neural,512,20260925.0,8705.0,596.0,7.7031577863368,52.991293186713534,115.88437050317616,558.9543411476475,119.90412217146424
f0_original__neural__512__20260926,f0_original,neural,512,20260926.0,8705.0,449.0,6.342465542751251,55.2640673355784,119.92236609875462,589.0971080558729,124.68185466897387
f0_original__neural__64-32-16__20260924,f0_original,neural,64-32-16,20260924.0,3649.0,479.0,5.886266790719717,64.19575232821333,139.44203722368462,673.3091427094041,137.54335253396295
f0_original__neural__64-32-16__20260925,f0_original,neural,64-32-16,20260925.0,3649.0,594.0,7.957327875590707,62.00860484504254,137.04401270387083,669.2044190415481,137.38342266923112
f0_original__neural__64-32-16__20260926,f0_original,neural,64-32-16,20260926.0,3649.0,531.0,5.2079350854018776,58.506445284713394,136.01530884846554,670.7062511412487,122.77965229625487
f0_original__neural__64-32__20260924,f0_original,neural,64-32,20260924.0,3137.0,597.0,8.079034765184046,61.448976429625816,137.8664211631278,682.7200641981922,131.22396896688304
f0_original__neural__64-32__20260925,f0_original,neural,64-32,20260925.0,3137.0,592.0,6.2059789536778815,67.11000227284603,137.53664116550834,686.0042597954066,135.20934692843795
f0_original__neural__64-32__20260926,f0_original,neural,64-32,20260926.0,3137.0,598.0,8.193283927097326,53.13227671565104,117.99113211593196,565.0651233254889,107.14528765392357
f0_original__neural__64__20260924,f0_original,neural,64,20260924.0,1089.0,595.0,7.220559011581351,80.52291388361063,135.85138670149806,605.3263903437264,144.55977993876976
f0_original__neural__64__20260925,f0_original,neural,64,20260925.0,1089.0,600.0,6.555193787014448,61.00235899053611,123.06517580840024,601.4604636599279,137.15845726804656
f0_original__neural__64__20260926,f0_original,neural,64,20260926.0,1089.0,599.0,6.573733914616638,73.51238152631444,124.79046846502186,598.4347194385755,137.16576509966043
f0_original__ridge__fixed,f0_original,ridge,fixed,,,,44.53681372025313,77.46881884034408,155.7034719386479,791.0020341128898,155.4569758423947
f0_original__xgboost__fixed,f0_original,xgboost,fixed,,,,2.621071220777733,102.87134592808464,178.10427307614185,641.0395629882814,197.59951432373336
f1_fixed_time__neural__1024__20260924,f1_fixed_time,neural,1024,20260924.0,39937.0,326.0,9.74197497366965,51.10655888439008,100.12063431924689,419.7077038097127,106.07812921704522
f1_fixed_time__neural__1024__20260925,f1_fixed_time,neural,1024,20260925.0,39937.0,7.0,86.87673128073207,100.44895030652977,126.62776297610402,261.44927267277126,138.76232853289295
f1_fixed_time__neural__1024__20260926,f1_fixed_time,neural,1024,20260926.0,39937.0,500.0,7.07668964389061,46.31641670330013,98.59175755275024,442.5893905414914,108.59552143040123
f1_fixed_time__neural__128-64-32-16__20260924,f1_fixed_time,neural,128-64-32-16,20260924.0,15745.0,385.0,13.732233837376562,48.683513628583036,108.62186897564501,470.7151178089216,106.97926306810862
f1_fixed_time__neural__128-64-32-16__20260925,f1_fixed_time,neural,128-64-32-16,20260925.0,15745.0,586.0,5.34260219900408,53.375188057742086,113.399787128583,491.7800052738071,122.89173853682121
f1_fixed_time__neural__128-64-32-16__20260926,f1_fixed_time,neural,128-64-32-16,20260926.0,15745.0,453.0,10.448068235583746,50.73264558105192,109.16159526658993,469.52380866469593,114.67541371873737
f1_fixed_time__neural__128-64-32__20260924,f1_fixed_time,neural,128-64-32,20260924.0,15233.0,484.0,7.9931306257212205,50.407039845157165,111.80642424292739,481.99653770503573,114.35606476278659
f1_fixed_time__neural__128-64-32__20260925,f1_fixed_time,neural,128-64-32,20260925.0,15233.0,424.0,11.334289410162217,49.46016820369443,104.86341332374495,465.4166551362855,107.83996695786482
f1_fixed_time__neural__128-64-32__20260926,f1_fixed_time,neural,128-64-32,20260926.0,15233.0,322.0,7.223684307071378,55.83843708709542,123.27780623413102,541.897699500546,121.1904171364455
f1_fixed_time__neural__128-64__20260924,f1_fixed_time,neural,128-64,20260924.0,13185.0,533.0,7.596391089451099,48.61089853692756,111.44130058244299,487.65391255175973,111.95988306509959
f1_fixed_time__neural__128-64__20260925,f1_fixed_time,neural,128-64,20260925.0,13185.0,445.0,4.326795974403823,57.517760435573074,117.62612949674175,515.6503695434899,129.45527808964275
f1_fixed_time__neural__128-64__20260926,f1_fixed_time,neural,128-64,20260926.0,13185.0,491.0,10.076768382308153,50.59454787905989,113.64324959478729,511.72139440198225,115.08223310843024
f1_fixed_time__neural__128__20260924,f1_fixed_time,neural,128,20260924.0,4993.0,597.0,5.392464455597221,70.65633061624777,134.51360914942015,570.3545456092875,151.8920869843711
f1_fixed_time__neural__128__20260925,f1_fixed_time,neural,128,20260925.0,4993.0,587.0,4.197168587646262,53.786049801379725,118.57810734760614,551.1096860744078,122.33537175641449
