variant,architecture,parameters,mean_train_mae_mah,mean_validation_mae_mah,min_validation_mae_mah,max_validation_mae_mah,mean_high_headwind_mae_mah,mean_max_underprediction_mah,seed_range_mah,train_validation_gap_mah
f2_corrected_learned,128-64-32-16,16769.0,11.757109434882382,42.42521214808155,40.05766845993334,44.53378923847789,92.69918902757331,451.7264918303804,4.476120778544548,30.66810271319917
f2_corrected_learned,128-64-32,16257.0,9.073420974198664,42.41592761551038,38.690213750308665,45.1398188256936,91.23534468211722,445.66535124503235,6.449605075384937,33.342506641311715
f2_corrected_learned,128-64,14209.0,8.927965579210076,40.470672580080674,40.01536251911185,40.78858555272502,86.1983376145971,423.60575506581125,0.7732230336131707,31.5427070008706
f2_corrected_learned,128,6017.0,6.049708724557266,45.35195896288652,41.031979607439105,49.61814966288224,89.09436690256427,394.476078667664,8.586170055443134,39.30225023832926
f2_corrected_learned,16-16-16-16-16-16-16-16-16-16,3201.0,34.56318617984234,175.30315543860831,122.58527928647719,219.4565844074548,234.45926875812765,681.8321564939778,96.87130512097762,140.73996925876597
f2_corrected_learned,16-16-16-16-16,1841.0,6.185396141967477,74.02459149898824,50.6700745508159,111.46479346112919,128.4028946483238,530.3734690150895,60.79471891031329,67.83919535702077
f2_corrected_learned,16,753.0,5.642345304947675,53.81747382872211,50.44153048202946,56.22026542683374,103.07992934388072,416.1812544894965,5.778734944804285,48.17512852377443
f2_corrected_learned,256,12033.0,11.915849978484694,37.979604223564,37.72786215316879,38.2379517440438,77.53256657513252,348.4880660091133,0.5100895908750047,26.06375424507931
f2_corrected_learned,32-16,2017.0,4.502500508805226,56.04439331761748,50.33941734262784,62.57181040037334,92.82622637289789,435.0373171216285,12.232393057745497,51.54189280881225
f2_corrected_learned,32,1505.0,5.413695227808148,56.574959816701494,50.35094697986073,60.628289649179514,103.72802943023358,454.6591516321752,10.277342669318784,51.161264588893346
f2_corrected_learned,512,24065.0,15.561911066669355,39.70823748833681,33.450986890034436,43.85224777188569,74.33465377940784,367.17676390466596,10.401260881851258,24.14632642166746
f2_corrected_learned,64-32-16,5569.0,5.834407011125395,45.7394879295403,44.02061795976697,48.81120950699802,86.32066308350034,471.6842194821335,4.790591547231045,39.90508091841491
f2_corrected_learned,64-32,5057.0,5.715346155557938,46.82493641851041,45.97763427997156,48.213176219020795,93.96492002506416,471.9882115162454,2.2355419390492344,41.10959026295247
f2_corrected_learned,64,3009.0,5.314579793190407,53.391486318294575,48.58034544196109,57.01354942412303,98.23811337762633,385.2668992299926,8.433203982161935,48.07690652510417
f3_cubic_fixed,1024,46081.0,6.752116657384168,32.09100834856746,29.89409609225862,34.367367746362724,69.25642654523195,319.72822520562386,4.473271654104103,25.338891691183296
f3_cubic_fixed,128-64-32-16,16513.0,5.52608400447379,39.75276194087389,36.417619190615675,45.76253907485289,90.88613708450744,444.2935337441483,9.344919884237214,34.2266779364001
f3_cubic_fixed,128-64-32,16001.0,7.013404576934431,37.79147479594104,34.89383039313549,41.45995227268724,83.91424868652537,401.84172569979927,6.566121879551751,30.77807021900661
f3_cubic_fixed,128-64,13953.0,5.690617523971796,38.64368641427828,35.08291554954411,41.95646357245079,82.16216581283427,400.1183327068613,6.873548022906675,32.95306889030648
f3_cubic_fixed,128,5761.0,7.210501286833792,37.58354355328442,35.93635762820711,38.62559577484998,77.0227607717912,327.6803173342507,2.6892381466428645,30.37304226645063
f3_cubic_fixed,16-16-16-16-16-16-16-16-16-16,3169.0,18.55744148671514,113.39011275570185,55.020518874781736,217.75711507107494,185.1088805013828,561.1291547007355,162.7365961962932,94.83267126898672
f3_cubic_fixed,16-16-16-16-16,1809.0,6.319408371503781,47.031874836618464,40.378292532343416,50.86975200650621,87.28594151414414,397.58821265363986,10.491459474162795,40.71246646511468
f3_cubic_fixed,16,721.0,6.502840451172421,75.24345056857275,68.50470170635998,85.63210666828985,132.81475217208015,418.94437832994237,17.12740496192987,68.74061011740034
f3_cubic_fixed,256,11521.0,7.925722784348264,37.59835549033145,35.39405063259953,39.04474429445757,77.23410094953441,346.73320040489716,3.6506936618580426,29.672632705983187
f3_cubic_fixed,32-16,1953.0,4.063361136095012,45.81138510572789,44.138298329115955,47.554691113552465,98.26354318957375,396.0367596657272,3.4163927844365105,41.748023969632875
f3_cubic_fixed,32,1441.0,4.038004864486434,52.687270757674014,45.5755441822909,61.657516551209376,101.34459588603625,388.3137184486297,16.08197236891848,48.64926589318758
