variable,bin,model,n_flights,small_sample_warning,mae_mah,mean_signed_error_mah,mean_underprediction_mah,p95_underprediction_mah
distance_home,far,xgboost__f2_physics_informed,14,False,54.56673209630613,-51.15310084175193,52.85991646902903,152.87882110595683
distance_home,near,xgboost__f2_physics_informed,14,False,32.54616139219388,15.79060501314817,8.377778189522855,39.70284805297855
distance_home,mid,xgboost__f2_physics_informed,11,False,52.0212044937283,13.895189558411857,19.06300746765822,83.40439453124986
distance_home,far,neural_network_true_wind_oracle,14,False,39.964509928001384,-12.489132370299703,26.226821149150542,117.71032316698924
distance_home,near,neural_network_true_wind_oracle,14,False,31.270796705728067,20.82940013621479,5.220698284756638,27.83625077106792
distance_home,mid,neural_network_true_wind_oracle,11,False,31.604287399014495,-11.227487332273746,21.41588736564412,42.247710883198124
distance_home,far,xgboost_true_wind_oracle,14,False,63.74482796228764,-48.94015790090371,56.34249293159568,154.75947418212888
distance_home,near,xgboost_true_wind_oracle,14,False,35.14709610201531,24.918543419956205,5.1142763410295515,19.32618621826151
distance_home,mid,xgboost_true_wind_oracle,11,False,46.991439312620265,-8.286883861332461,27.639161586976364,80.05979790805782
altitude,high,training_mean,12,False,371.399286410862,-191.0018342607294,281.2005603357956,714.544273861356
altitude,low,training_mean,12,False,451.16608329341346,337.85688236560867,56.6546004639024,297.45664263576987
altitude,mid,training_mean,15,False,367.5195121155235,-87.39608135109263,227.45779673330804,815.9780244717072
altitude,high,nominal_time_x_current,12,False,158.13567002647721,-139.23125400417845,148.68346201532782,334.46838047162805
altitude,low,nominal_time_x_current,12,False,118.98356271032326,-118.98356271032326,118.98356271032326,194.19357092697976
altitude,mid,nominal_time_x_current,15,False,214.77031559770967,-151.52722694699514,183.14877127235243,468.1703866416973
altitude,high,px4_style_multicopter_time_x_current,12,False,126.49367284968348,-126.49367284968348,126.49367284968348,221.37690771233545
altitude,low,px4_style_multicopter_time_x_current,12,False,143.8015900323138,-143.8015900323138,143.8015900323138,240.62299510889252
altitude,mid,px4_style_multicopter_time_x_current,15,False,182.2203004316196,-182.2203004316196,182.2203004316196,482.92715831902603
altitude,high,ridge__f0_route_and_wind,12,False,70.44614021260487,30.363507046610778,20.04131658299705,95.98154207997905
altitude,low,ridge__f0_route_and_wind,12,False,57.569966031168974,-13.046343889480795,35.308154960324885,97.6389625025989
altitude,mid,ridge__f0_route_and_wind,15,False,80.40237112694786,-4.375586043573758,42.3889785852608,193.1274012960091
altitude,high,neural_network__f0_route_and_wind,12,False,33.00872827372359,19.257971698297865,6.875378287712863,36.849089699837045
