variable,bin,model,n_flights,small_sample_warning,mae_mah,mean_signed_error_mah,mean_underprediction_mah,p95_underprediction_mah
ekf_wind_error,high,ridge__f1_vehicle_symptoms,14,False,61.86039861020762,14.880580832676205,23.489908888765708,86.98897203674127
ekf_wind_error,low,neural_network__f1_vehicle_symptoms,13,False,80.56025842009493,-7.062378479706571,43.81131844990075,162.76926789915134
ekf_wind_error,mid,neural_network__f1_vehicle_symptoms,12,False,31.270079109915304,2.904079325408001,14.182999892253653,45.627884276532306
ekf_wind_error,high,neural_network__f1_vehicle_symptoms,14,False,38.775782383716944,22.96915707617855,7.903312653769198,26.93293885203237
ekf_wind_error,low,xgboost__f1_vehicle_symptoms,13,False,103.00234747011794,-26.83772720269004,64.920037336404,180.95292236328103
ekf_wind_error,mid,xgboost__f1_vehicle_symptoms,12,False,33.88387981236145,13.693777171573695,10.095051320393878,44.66847640991215
ekf_wind_error,high,xgboost__f1_vehicle_symptoms,14,False,53.64742889404299,-12.564710998535158,33.106069946289075,141.88793640136697
ekf_wind_error,low,ridge__f2_physics_informed,13,False,40.59448586251429,-19.474637952649836,30.034561907582063,117.02226926575568
ekf_wind_error,mid,ridge__f2_physics_informed,12,False,22.290907127501907,8.719340775939912,6.785783175780996,24.02563381125791
ekf_wind_error,high,ridge__f2_physics_informed,14,False,29.627383821832534,1.6451073691678413,13.991138226332348,57.2869527278274
ekf_wind_error,low,neural_network__f2_physics_informed,13,False,42.663008801471236,-29.9841732161005,36.32359100878587,107.35090037085007
ekf_wind_error,mid,neural_network__f2_physics_informed,12,False,23.56709297302852,0.49720097108773115,11.534946000970393,39.792769326116236
ekf_wind_error,high,neural_network__f2_physics_informed,14,False,37.64163531496767,4.88591379415057,16.37786076040855,54.68022025017209
ekf_wind_error,low,xgboost__f2_physics_informed,13,False,65.39257307010176,-9.665650317173213,37.52911169363749,132.4099487304686
ekf_wind_error,mid,xgboost__f2_physics_informed,12,False,35.15935944696424,12.044678457380988,11.557340494791626,41.16518783569335
ekf_wind_error,high,xgboost__f2_physics_informed,14,False,37.12842821393697,-25.793610273088728,31.46101924351285,118.64895446777332
ekf_wind_error,low,neural_network_true_wind_oracle,13,False,45.168163741550714,-19.871290621035506,32.519727181293106,120.34678079772375
ekf_wind_error,mid,neural_network_true_wind_oracle,12,False,31.24409402937589,12.88363421424082,9.180229907567536,29.717903778724665
ekf_wind_error,high,neural_network_true_wind_oracle,14,False,27.34472837633584,6.927468255026554,10.208630060654643,39.240344863759326
ekf_wind_error,low,xgboost_true_wind_oracle,13,False,77.9277828432387,-33.75455036975735,55.84116660649803,159.8785034179686
ekf_wind_error,mid,xgboost_true_wind_oracle,12,False,36.040424903890624,11.7206580716388,12.159883416125913,47.95567671342337
ekf_wind_error,high,xgboost_true_wind_oracle,14,False,32.560463823590965,-9.23550480433873,20.897984313964848,65.58319580078108
